Condition_x,Coordinates,Condition_y
,"49.24092438527235, -123.17874218388818",Good
,"49.240926982450475, -123.14408456651424",Good
,"49.240927299132274, -123.05081986530524",Very Good
,"49.240929428708796, -123.14422189511086",Very Good
FAIR,"49.24093004912385, -123.1441521844515",
GOOD,"49.24093353117519, -123.18197303615419",
,"49.24093476213989, -123.18190519048251",Very Good
,"49.240935251918586, -123.18204257232449",Good
FAIR,"49.240939535051616, -123.04156019040467",
,"49.240940842378286, -123.07631569348727",Very Good
VERY GOOD,"49.24094187862192, -123.10404938540228",
,"49.2409472912665, -123.18520771451819",Very Good
GOOD,"49.24094740618041, -123.18527553538337",
,"49.24094760991734, -123.0449110786809",Very Good
,"49.24094778158124, -123.18534509672672",Very Good
,"49.24094880187823, -123.14549730184333",Very Good
,"49.240950882125034, -123.14563465010215",Very Good
VERY GOOD,"49.24095115304917, -123.14556494734566",
GOOD,"49.24095559601769, -123.11620712529685",
,"49.24095803220038, -123.18810551780633",Very Good
,"49.24095855507133, -123.18824289984198",Very Good
VERY GOOD,"49.24096131327795, -123.1881733047971",
,"49.24096561718749, -123.10398044502394",Very Good
,"49.24096717389702, -123.14086755002792",Fair
,"49.24096772750243, -123.04161444557967",Very Good
,"49.240968141716884, -123.10411777745922",Good
,"49.24096898999091, -123.19086596068612",Very Good
FAIR,"49.24097094078626, -123.19093375569308",
,"49.240976237552545, -123.19362888631873",Very Good
FAIR,"49.24097930300422, -123.19369666836471",
GOOD,"49.24098187799418, -123.08601974313783",
POOR,"49.240986263027914, -123.04487518304855",
,"49.240987115802824, -123.03751577148199",Very Good
GOOD,"49.2409912193737, -123.08795128821393",
VERY GOOD,"49.240992541202246, -123.11109866580686",
,"49.240996344958205, -123.03252875589935",Very Good
,"49.2410008107642, -123.19677848118474",Very Good
POOR,"49.241001334411784, -123.19680144049396",
,"49.24101089347812, -123.05633551592432",Good
VERY GOOD,"49.24101203744201, -123.09032674158017",
VERY GOOD,"49.241013535823505, -123.03529772270659",
,"49.241023650574476, -123.04483762837123",Very Good
FAIR,"49.24102623502285, -123.116089261158",
GOOD,"49.241035160599175, -123.03249313205575",
VERY GOOD,"49.24104621533779, -123.10928699394192",
,"49.24105279150098, -123.03526497241626",Good
,"49.24105301750792, -123.14885314829854",Very Good
VERY POOR,"49.24105647405007, -123.11753750586803",
,"49.241060896277354, -123.03242708655938",Good
VERY POOR,"49.24106900184473, -123.14879241841143",
,"49.24107831431503, -123.065364168813",Good
,"49.24107882533165, -123.04789653227905",Very Poor
,"49.241079569770896, -123.11954110927019",Good
GOOD,"49.24108596489863, -123.06283728590381",
,"49.24108629484606, -123.06290642256194",Good
NO DATA,"49.241091240405794, -123.11651830046603",
,"49.2410921239303, -123.02703664569016",Good
POOR,"49.241099371691575, -123.06529428012715",
,"49.24109937378492, -123.06522603667797",Very Good
,"49.24110544863794, -123.1176571567011",Very Good
,"49.2411097264972, -123.05631174337117",Very Good
POOR,"49.24111781288016, -123.04786117263113",
,"49.24112155668178, -123.15336089794367",Good
VERY POOR,"49.24112485846771, -123.11954046546974",
FAIR,"49.24112967456319, -123.02699758476015",
,"49.24113923635215, -123.05181254549362",Very Good
,"49.24115475690508, -123.04782284413524",Good
,"49.24115650810579, -123.02693465412527",Good
GOOD,"49.24115781591428, -123.03727185520636",
,"49.24116828289135, -123.15639442661586",Good
,"49.241169626800136, -123.11954006885917",Very Good
FAIR,"49.24117358099878, -123.05176596064838",
,"49.241175489042185, -123.12212901039686",Very Good
GOOD,"49.241176665267645, -123.05939028844509",
GOOD,"49.24118906833654, -123.15485353235117",
FAIR,"49.241191620198975, -123.15302558692218",
,"49.24119873209348, -123.15014213104683",Very Good
,"49.24119909878644, -123.15857972054765",Very Good
,"49.241205285746275, -123.05171519287941",Very Good
VERY GOOD,"49.24121655275414, -123.1566614620061",
FAIR,"49.241220692032165, -123.12212599247506",
,"49.241222556151996, -123.05937092689737",Very Good
,"49.241234320281535, -123.15486193611916",Good
,"49.24123789078399, -123.16109677109665",Very Good
GOOD,"49.241240530903475, -123.15024244606404",
,"49.24124105506227, -123.1532214777319",Good
POOR,"49.241241324820436, -123.0502143305764",
VERY GOOD,"49.24124395409788, -123.15857750670698",
,"49.24124697231578, -123.10152169872893",Very Good
,"49.24125431459624, -123.08594253916593",Good
,"49.24126392682865, -123.03928525140194",Very Good
,"49.24126547580286, -123.12212601770096",Very Good
VERY POOR,"49.24126765267943, -123.10274285805652",
,"49.24126816235177, -123.10267496583778",Fair
,"49.24126830932189, -123.0878755950011",Very Good
,"49.24127070281714, -123.10281228662961",Very Good
,"49.24128106643862, -123.16407500469217",Very Good
VERY POOR,"49.241281744312644, -123.1301135842937",
,"49.241282051824996, -123.15021648425937",Very Good
NO DATA,"49.24128268367107, -123.16109093582732",
,"49.24128393571781, -123.02885786189944",Very Poor
,"49.241289019864595, -123.15857635404673",Good
VERY POOR,"49.24130131515436, -123.03924606649161",
,"49.24130171389123, -123.0424400336269",Poor
POOR,"49.24130241854418, -123.12429994457095",
,"49.24130719268524, -123.16682625393784",Good
FAIR,"49.24130726375571, -123.09688431712667",
,"49.24130893504689, -123.096953754259",Good
,"49.24131612105228, -123.1691276718604",Good
,"49.241325795446755, -123.17162656280485",Good
NO DATA,"49.24132587482198, -123.16407143790751",
,"49.24132782082747, -123.16109347788465",Very Good
POOR,"49.2413288599022, -123.02889578661394",
GOOD,"49.2413296109792, -123.04249799530402",
,"49.24133502520099, -123.12637285784659",Fair
,"49.24133642166018, -123.17438775247862",Very Good
POOR,"49.24133992957276, -123.09877969377204",
,"49.241344031516675, -123.09884909651598",Good
,"49.241347135953156, -123.12429766144706",Fair
,"49.241347278463515, -123.17721802097263",Good
,"49.24134896040307, -123.04255526180879",Very Poor
POOR,"49.2413506588913, -123.08022889098956",
,"49.24135119120963, -123.02895559541828",Very Poor
VERY GOOD,"49.24135200725327, -123.16682562250129",
,"49.24135876792515, -123.18031978590693",Very Good
VERY GOOD,"49.24136092920021, -123.16912676634234",
,"49.24136163996069, -123.08029957559327",Good
GOOD,"49.24136197929228, -123.13229668342572",
,"49.24136349166252, -123.05840392227434",Very Good
,"49.24136559234732, -123.07759036523396",Fair
VERY GOOD,"49.241367645002434, -123.07765833838832",
,"49.24136967828391, -123.08016198206869",Good
VERY GOOD,"49.241370595067224, -123.1716271164829",
,"49.24137099646517, -123.1640717855775",Very Good
,"49.24137101804311, -123.183621242993",Fair
,"49.24137331118578, -123.08156341142626",Very Good
POOR,"49.24137425125736, -123.07894362613565",
,"49.241374984728566, -123.08142557471305",Very Good
,"49.24137700470157, -123.07887553472426",Very Good
,"49.24137801952905, -123.07901290976753",Fair
,"49.241378456585686, -123.08271973647327",Very Good
FAIR,"49.24137855282986, -123.08149201421534",
,"49.241379512658256, -123.08285711746215",Good
VERY GOOD,"49.24138120982555, -123.17438849339626",
FAIR,"49.24138151305235, -123.1264053251758",
,"49.24138230160728, -123.13927466388688",Very Good
,"49.24138296204071, -123.04600534596874",Fair
POOR,"49.241384503985834, -123.08278748687289",
,"49.24138548673318, -123.13941196123673",Good
,"49.24138797763223, -123.08400510134922",Poor
,"49.24138889008903, -123.08414249126609",Poor
GOOD,"49.24138901956982, -123.14687170301254",
POOR,"49.241389595279045, -123.05845810627835",
GOOD,"49.24139205364284, -123.17721856036249",
VERY POOR,"49.2413926569028, -123.08407285286958",
,"49.24139510359362, -123.18954909506759",Very Good
FAIR,"49.241396081037756, -123.10144527736507",
,"49.24139713556512, -123.16682352757621",Fair
,"49.2414031616199, -123.19230961646198",Very Good
NO DATA,"49.241403512775356, -123.180316524522",
,"49.241406071155936, -123.16912619303356",Very Good
FAIR,"49.241408838024206, -123.04593747088218",
,"49.24141574915311, -123.17162571362893",Good
FAIR,"49.24141576194671, -123.18362055982546",
,"49.2414178398323, -123.19526683840328",Good
,"49.24141880748862, -123.05852091649227",Very Good
,"49.241426248918145, -123.12640282766478",Very Good
,"49.241426375578115, -123.174386777803",Very Good
NO DATA,"49.24142784314108, -123.18672538513928",
,"49.241429468393505, -123.14228984086667",Very Good
GOOD,"49.241430803009614, -123.14235752798984",
,"49.24143141302658, -123.14242718993091",Good
,"49.24143237559863, -123.12896448993305",Fair
,"49.24143410543182, -123.03778004420224",Good
,"49.24143687838795, -123.04984915964667",Very Good
,"49.241437232068506, -123.17721706826707",Good
NO DATA,"49.24143983975985, -123.18954857731661",
,"49.24144343928872, -123.15403971572533",Very Good
VERY POOR,"49.24144788210561, -123.19230310081008",
,"49.24144871263694, -123.18031897996431",Very Good
VERY POOR,"49.24144883098094, -123.13457476953356",
,"49.241453688093344, -123.03077928768553",Very Good
,"49.24146031331817, -123.15116554987667",Good
,"49.241460970793696, -123.18362045495321",Very Good
FAIR,"49.241462387322336, -123.19524300417686",
FAIR,"49.24146252942448, -123.03771881783891",
,"49.24146404821141, -123.06346891983564",Good
,"49.24146909917159, -123.02438355479991",Very Good
,"49.24147303415157, -123.18672033006631",Poor
FAIR,"49.24147345823744, -123.14796016331803",
,"49.24147563593676, -123.06141958865658",Good
POOR,"49.24147756502948, -123.12896334040873",
,"49.24148289718951, -123.03704288451345",Very Good
,"49.24148505338958, -123.1895479761817",Good
,"49.241485367959335, -123.0659243403592",Good
,"49.24148649208855, -123.0499636577921",Fair
,"49.24149310731482, -123.19230827588879",Good
VERY POOR,"49.24149345566669, -123.03074586559298",
VERY POOR,"49.2414982093864, -123.0614593971861",
,"49.24149839574587, -123.03767801806694",Very Good
,"49.24150337659697, -123.1508161870818",Very Good
,"49.24150778529578, -123.1952656543231",Very Good
GOOD,"49.24150913806458, -123.06343374734179",
VERY POOR,"49.241509395844304, -123.15092067716806",
,"49.241511767531954, -123.06764559770994",Very Good
,"49.24151371393957, -123.10735832581724",Good
,"49.24151625353681, -123.13119880708668",Very Poor
VERY GOOD,"49.24151704214946, -123.0646632821682",
,"49.241520852522754, -123.06150917142051",Fair
,"49.24152235476543, -123.12896136532532",Very Good
,"49.24152784636112, -123.06876166838843",Very Good
,"49.24152995060816, -123.03070643102333",Very Good
FAIR,"49.24153095372208, -123.06594075962975",
VERY GOOD,"49.24153415442045, -123.1369435361668",
POOR,"49.24155175633933, -123.06732111055882",
POOR,"49.24156146851176, -123.13119904373686",
,"49.241563901571965, -123.07149873490187",Very Good
POOR,"49.2415728421081, -123.06873580469347",
,"49.24157583481452, -123.06595703115026",Very Good
,"49.24158635861664, -123.10728876770463",Very Good
POOR,"49.24158646271609, -123.15381383588165",
FAIR,"49.24159247129984, -123.07012306609528",
,"49.24160000183354, -123.13343091262476",Very Good
,"49.24160618783181, -123.13119447042745",Good
VERY GOOD,"49.241609256368484, -123.07149667362522",
,"49.24161927462973, -123.07562057553943",Very Good
,"49.241623413349565, -123.11848455579602",Very Good
VERY POOR,"49.241626178371675, -123.07288401821023",
,"49.2416422509809, -123.08696685221324",Fair
GOOD,"49.24164504503403, -123.07423008579848",
POOR,"49.24164507354077, -123.13342790040875",
,"49.24165009526543, -123.04023096057483",Very Good
,"49.24165832793607, -123.08912213798148",Very Good
VERY POOR,"49.24166167544376, -123.03258335739717",
VERY GOOD,"49.241664543905564, -123.07561048842486",
,"49.24167083331202, -123.07288903524437",Very Good
POOR,"49.24168474717293, -123.15745512082435",
,"49.24168544243646, -123.04337982358768",Poor
VERY POOR,"49.241686884191665, -123.04019029864538",
,"49.24168709528563, -123.13575711642976",Very Good
GOOD,"49.241687682699684, -123.08696814651167",
,"49.241688131593705, -123.15738726334756",Very Good
,"49.24168969867725, -123.07423575597093",Very Good
,"49.241689980534716, -123.13342761050392",Very Good
,"49.24169030463718, -123.15752460432367",Very Good
,"49.24169854657536, -123.12055787791867",Very Good
VERY GOOD,"49.24169967441149, -123.12062655091351",
VERY POOR,"49.24170371714326, -123.08911808422485",
POOR,"49.241707108411234, -123.04344006010243",
,"49.241709212948884, -123.0756179102888",Very Good
,"49.24171264083114, -123.0597919656283",Very Good
,"49.24172359864039, -123.12069544909542",Very Good
VERY GOOD,"49.24172450599535, -123.15966433747307",
,"49.241724570683964, -123.15959657515694",Very Good
,"49.24172683627734, -123.15973391705296",Very Good
POOR,"49.24173209352589, -123.13575278652529",
,"49.241732196355734, -123.08696422810144",Very Good
,"49.241732726933634, -123.04349670446874",Good
,"49.241748273005314, -123.08911998740184",Very Good
,"49.241748808155215, -123.14928624058514",Good
FAIR,"49.241754266426554, -123.14921208486545",
NO DATA,"49.24176754198474, -123.16248961145446",
,"49.24177091847124, -123.16242173629979",Very Good
,"49.24177310865066, -123.16255907604845",Very Good
,"49.24177412560598, -123.04697642611585",Very Poor
,"49.24177639990917, -123.1381337093788",Very Good
GOOD,"49.24180309096971, -123.12359063907705",
,"49.241805238504554, -123.12352185964036",Very Good
,"49.24180721432268, -123.12365921250051",Very Good
FAIR,"49.241811833191015, -123.04693789293849",
,"49.24182040472427, -123.0345361909718",Very Good
,"49.24182071105828, -123.16555386345719",Very Good
POOR,"49.24182106616159, -123.16562162641404",
VERY GOOD,"49.24182156429922, -123.13813244117537",
,"49.24182209268995, -123.16569123152146",Good
GOOD,"49.24183825481064, -123.16799476863646",
,"49.24183943464962, -123.17017102235704",Very Good
,"49.241840926890745, -123.15347601070124",Very Good
VERY POOR,"49.24184184222103, -123.17023880043236",
,"49.24184841007886, -123.14083424186298",Very Good
FAIR,"49.24184905230613, -123.17300271006387",
,"49.24185012304161, -123.17293488673295",Very Good
VERY POOR,"49.241856051120415, -123.12496874556159",
GOOD,"49.24185980330272, -123.03450230555278",
GOOD,"49.24186105871311, -123.17575982755888",
,"49.24186125735173, -123.17582939545224",Good
,"49.24186507422938, -123.1380957890328",Fair
,"49.241871833503424, -123.17859575646834",Good
,"49.2418723496564, -123.1787331374118",Very Good
VERY GOOD,"49.24187244644557, -123.17866358336906",
FAIR,"49.24187992257134, -123.02573354235517",
,"49.24188420272621, -123.18189706732733",Very Good
,"49.241884658349456, -123.14323143226389",Good
VERY GOOD,"49.241887010183845, -123.18196486441516",
,"49.241891230959624, -123.05444664534608",Good
VERY GOOD,"49.24189334175452, -123.14082947804987",
FAIR,"49.24189396179163, -123.05451493167176",
POOR,"49.24189422446471, -123.03876528148285",
,"49.24189530798585, -123.18519924788251",Very Good
,"49.24189583876051, -123.18533663559514",Very Good
,"49.24189633084525, -123.15218139341542",Very Good
GOOD,"49.241896383444825, -123.18526708158323",
,"49.24189669483444, -123.03446339964471",Very Good
,"49.24189892490038, -123.15231871869199",Very Good
,"49.24190447109981, -123.12773477434726",Very Good
VERY POOR,"49.24190578853361, -123.18816363363067",
,"49.24190801767607, -123.18809575006216",Very Good
,"49.241908097212274, -123.12787207353335",Very Good
,"49.24190856178347, -123.14482640632951",Very Good
,"49.24190863953878, -123.18823313158437",Very Good
GOOD,"49.241918735573115, -123.1522480883088",
GOOD,"49.2419198936488, -123.19091996322723",
,"49.24192058832767, -123.19085215316291",Very Good
FAIR,"49.24192825026919, -123.19368208537283",
,"49.24192875617874, -123.1461703549925",Very Good
,"49.241929347162205, -123.19361422724032",Very Good
VERY GOOD,"49.241929602367456, -123.14322620180918",
VERY POOR,"49.24193158352375, -123.05963128044006",
,"49.24193700000345, -123.0559436114137",Very Good
,"49.24193833602984, -123.14083106451932",Fair
,"49.241942490712304, -123.05358206253462",Good
,"49.24194649183913, -123.03953215831041",Very Good
